reviewerID,asin,reviewText,clean_reviewText,summary,clean_summary,rating,helpful_rev,not_helpful_rev,helpful_rev_ratio,rev_year,rev_month,reviewTime,rating_class
A27OMVFGJXH1VB,0972683275,"I have a 47&#34; TV and had no place to put it in my bed room. With this mount it use the space i had a poster hanging. Very easy to install, came with all hard ware.",# tv no place put bed room mount use space poster hang easy install come hard ware .,Got Room?,get room,5.0,0,0,0.0,2013,2,2013-02-15,good
A3KHBD3YRNY5WO,0972683275,it was so easy to install.  the instructions were simple and so was the process.  i was putting off the project for fear.  i should have hung the TV long ago.,easy install instructions simple process put project fear hang tv long ago .,perfect in every way,perfect every way,5.0,1,0,1.0,2013,3,2013-03-08,good
A33TA4K8TO0MJH,1400532655,"The Nook Color is a reasonably priced device that will allow you to download multiple books and store them as well as access email.Right now it only has one book in it and has not been used for email since we have three computers readily accessible. I had a D-Link router which the Nook could never ""lock onto"" via wifi, so I changed the router to a Cisco, Linksyn which solved the wifi problem. Downlaoding books from Barnes & Noble is a little too easy once you set up an account with them and the books are somewhat expensive considering they are only electronic and intangible ($14.00 for a 300+ page book).",nook color reasonably price device allow download multiple book store well access email.right one book not use email since three computers readily accessible d-link router nook could never lock onto via wifi change router cisco linksyn solve wifi problem downlaoding book barnes noble little easy set account book somewhat expensive consider electronic intangible + page book .,Nook Color,nook color,3.0,0,0,0.0,2012,8,2012-08-11,bad
A2KAU5BF41AKHN,B00000J1GA,"These headphones are a decent wirless solution but are a tale of two realities.Reality 1 - When charged and properly tuned, they sound great; rich bass and full mid range with good highs. Their range is excellent - I have listened to music for 3-4 hours about 100 feet from the base. They are adjustable and accomodate different size heads easily.Reality 2 - The challenge of keeping them tuned and charged is not always easily accomplished. The battery setup and charging arrangement could have been done significantly better. Also unless you want to be adjusting the levels alot you need a fixed level signal. Additionally since the frequency reception is quite contingent upon battery strength, if you don't have the time or means to keep the battery charged to certain levels your performance suffers.Since I am a bit of a techno geek being mindful of charging and frequency adjustment is not a big deal, but others (like my wife) will find it a hassle.",headphones decent wirless solution tale two realities.reality charge properly tune sound great rich bass full mid range good highs range excellent listen music hours feet base adjustable accomodate different size head easily.reality challenge keep tune charge not always easily accomplish battery setup charge arrangement could do significantly better also unless want adjust level alot need fix level signal additionally since frequency reception quite contingent upon battery strength don time mean keep battery charge certain level performance suffers.since bite techno geek mindful charge frequency adjustment not big deal others like wife find hassle .,A solid product but could have been better,solid product could better,3.0,41,0,1.0,2002,1,2002-01-11,bad
A1V8UZ63FQD382,0972683275,"We got this one recently and its a great wall mount. The unit is pretty heavy, so you will need a helper. It also includes a variety of screws to mount also. Our TV documentation stated it was a 400x400 pattern. But after putting hte plate over the back, seems we didn't need the extra extenders as its 200x200. This is on a Samsung 40&#34; 5000 series LEDTV.The arm is hard to push and pull, but that is more due to being new and stiff. Make sure you adjust the tilt angle screws as our unit came with them loose so we had to tighten them.I initially was scared to mount it (what if it falls if I screw up!!!) but its pretty easy. Not only did i use a stud finder to get the general location of the stud, but i also used nails to get the actual edges (those basic studfinders are never &#34;exact&#34;). make sure you do the same.not bad for $30-ish",get one recently great wall mount unit pretty heavy need helper also include variety screw mount also tv documentation state x pattern put hte plate back seem didn need extra extenders samsung series ledtv.the arm hard push pull due new stiff make sure adjust tilt angle screw unit come loose tighten them.i initially scar mount fall screw pretty easy not use stud finder get general location stud also use nail get actual edge basic studfinders never exact make sure same.not bad -ish,Great product,great product,5.0,0,0,0.0,2013,8,2013-08-19,good
A2VRTT04CKK484,B00000JBRV,"This mic is very popular around gamers, espicially if you want to FraGTaLiTy's mic mod. This mic used to cost around $5 dollars. It's a great mic, but why is there a need to increase the price ten fold? I would just go with a Zalman Clip-On. If you have $50 to spend on a mic after $100+ on a headset and $130 on a mixamp go right ahead, but that is something that I will not be doing.",mic popular around gamers espicially want fragtality mic mod mic use cost around dollars great mic need increase price ten fold would go zalman clip-on spend mic + headset mixamp go right ahead something not .,$50? Really?,$ really,3.0,3,2,0.6,2011,7,2011-07-25,bad
A10N9KVV3DIUWD,B00000DM9W,"Edit:  Well it has been over 7 years since I purchased and reviewed this shower radio and it finally bit the dust.  Radio still works (though lately I need to move it around a bit for best reception)and the clock is still really hard to see.  It is the volume button that is kaput. I can only get very loud and painfully loud.  Husband tried to fix it but couldn't do it.  Seven years is pretty good, I guess. I don't see anything better on Amazon, at least for this price, so I will probably purchase another of the same.  Something I did not mention in my original review:  the batteries seem to last forever.  Same number of stars for the same reasons.Original Review: This shower radio is attractive, compact and has great sound and station range. It is a 5 for the radio and a 1 for the clock. Unfortunately, the clock is very small and hard to read.  I purchased it to place on a small bathroom chest close to the sink, but could not read the digital clock from there.  If the radio is placed too high or too low, the small clock numbers are partially shadowed by the clock frame.  There is no back light which adds to the difficulty.  I had to place it on the sink vanity right next to where I stand and I still have to bend down slightly to check the time. If having great sound in a shower radio is really what matters to you, this Sony is for you.  If you really need a clock in the bathroom, this is not the one for you.",edit well years since purchase review shower radio finally bite dust radio still work though lately need move around bite best reception clock still really hard see volume button kaput get loud painfully loud husband try fix couldn seven years pretty good guess don see anything better amazon least price probably purchase another something not mention original review batteries seem last forever number star reasons.original review shower radio attractive compact great sound station range radio clock unfortunately clock small hard read purchase place small bathroom chest close sink could not read digital clock radio place high low small clock number partially shadow clock frame no back light add difficulty place sink vanity right next stand still bend slightly check time great sound shower radio really matter sony really need clock bathroom not one .,Excellent Radio - Poor Clock,excellent radio poor clock,3.0,3,0,1.0,2006,11,2006-11-04,bad
A2V1J3JT5OOZFO,B00000J3UJ,"This is not a review of the product but I thought this information may be good to know before you order. Could save someone money and frustration.I ordered this Defcon 1 unit (~$34) in April 2013, and received a Devcon CL (combination lock and cable ~$21) that was improperly labled with an Amazon SKU label listed improperly as a Defcon 1 unit. It arrived in a clear plastic pack so I could see it was the wrong item. If I did not have Prime it would likely have cost me shipping. Prime enabled me to return it and get a full refund, so I was OK with this. Just FYI, if you are ordering this and paying for shipping.It looked like a good device and was recommended to lock down a ~$300 RV voltage protector that can be stolen easily while camping. But, rather than risk another mislabeled device from the same Amazon seller, I opted to use something else.  Amazon may not charge shipping if one re orders when this happens, but you would probably lose it if you requested a refund.Be aware this is the FIRST time an Amazon seller has done this to my knowledge in over 15 years of business with Amazon (I am very happy with Amazon and appreciate their costomer service), so I just wanted to help if you pay for shipping. Sorry this is not a review but I HOPE this helps someone.",not review product think information may good know order could save someone money frustration.i order defcon unit april receive devcon cl combination lock cable improperly labled amazon sku label list improperly defcon unit arrive clear plastic pack could see wrong item not prime would likely cost ship prime enable return get full refund ok fyi order pay shipping.it look like good device recommend lock $ rv voltage protector steal easily camp rather risk another mislabeled device amazon seller opt use something else amazon may not charge ship one order happen would probably lose request refund.be aware first time amazon seller do knowledge years business amazon happy amazon appreciate costomer service want help pay ship sorry not review hope help someone .,Just a heads up on a potential problem,head potential problem,1.0,1,1,0.5,2013,4,2013-04-30,bad
A174P367YZ02ZE,140053271X,"The device itself is amazing...-great TOUCHSCREEN interface-perfect reading screen-clean looking design, small because there is no keyboard to make it bigger and it's smaller than the original Nook-reads formats natively that the Kindle won't-read all the ebooks you want in B&N; stores for free-library checkouts are easy-press and hold on a word to get its definition-highlight and take notes in a book easily...but when you ROOT the thing it gets even better!-Install the Gmail app to get your mail-get the Opera browser (supports Flash!)-install the Kindle app and you can read Kindle ebooks too-Put it in host mode to attach an external keyboard-Make sure to get the Home Button Savior app so you can switch back and forth between the B&N; reader and the rest of the device's functionality.I used these instructions:[Amazon removed my link.  Google ""Root Nook Touch Using TouchNooter & Install Go Launcher, NookColor Tools, Gmail, Market & YouTube"", it's the top link. ]I will be buying LOTS of these as gifts, and I'm going to root them all!  This is a perfect device for hackers and regular ebook readers too!What's a Kindle?  Never heard of it.",device amaze -great touchscreen interface-perfect read screen-clean look design small no keyboard make bigger smaller original nook-reads format natively kindle win t-read ebooks want n store free-library checkouts easy-press hold word get definition-highlight take note book easily root thing get even better -install gmail app get mail-get opera browser support flash -install kindle app read kindle ebooks too-put host mode attach external keyboard-make sure get home button savior app switch back forth n reader rest device functionality.i use instructions amazon remove link google root nook touch use touchnooter install go launcher nookcolor tool gmail market youtube top link buy lot gift go root perfect device hackers regular ebook readers kindle never hear .,Root it and it's even better!,root even better,5.0,261,29,0.9,2011,7,2011-07-05,good
A21Q1LBZP2671X,B00000J0D8,I got these for Christmas one year and had a really difficult getting good sound out of them. I wanted to use them for my PC to play music around the house. At first I would get very soft sound and sometimes no sound at all. I shelved them for a while and then decided to try them on my PC again with a Soundblaster 16 sound card. Excellent sound. These speakers are not for the impatient person. I do have the transmitter sitting on the top floor on a high shelf so that it can get go transmission. The transmitter can not be surrounded by anything. I can get a good 100 ft out of the speakers. Then I start losing signal. There are times that I get a beeping sound of them. For some reason that does subside. I do recommend them for the price. Beware it might take some time to find the right niche for them.,get christmas one year really difficult get good sound want use pc play music around house first would get soft sound sometimes no sound shelve decide try pc soundblaster sound card excellent sound speakers not impatient person transmitter sit top floor high shelf get go transmission transmitter not surround anything get good ft speakers start lose signal time get beep sound reason subside recommend price beware might take time find right niche .,Pretty Good Speakers,pretty good speakers,3.0,20,1,0.9523809523809524,2003,1,2003-01-30,bad
A2OXV9Q03XSKV6,B000001ON6,"I have three VCR's - A Sony DVD and VCR Player/ Recorder, a DVD and VCR  Recorder and Player, and a third VCR player/recorder.  All take the Maxell cleaner in but after about a second of play, they stop.  Virtually no cleaning results.",three vcr sony dvd vcr player/ recorder dvd vcr recorder player third vcr player/recorder take maxell cleaner second play stop virtually no clean result .,VCR's reject it,vcr reject,1.0,0,1,0.0,2014,4,2014-04-17,bad
A2PNZBN5CNAHTR,140053271X,"I bought this to replace a Sony PRS-300 that I thought was too heavy and too slow in the page turning.  Yes, the nook is quicker on the page turning and lighter but I am having too much trouble to appreciate faster and lighter.  I am having an infinite amount of trouble getting library books onto the nook - I've yet to succeed and the problems lie with adobe digital editions.  Why aren't nooks plug and play?  That's my first big problem.  I have no problem with my Sony and the library book I wanted is now on my Sony.  The second is that I like to read while I'm eating my lunch - ereader in left hand and fork in right.  It is not easy to change the page on the nook while eating - the bottom right corner is too far from my thumb and the bottom buttons are too high up the side.  The Sony has a set of buttons right in the bottom center, which is perfect placement.  I read the great reviews on the nook and for the price, I thought it was worth a try.  I'm also disappointed with the wifi registration requirement and wifi in general.  I don't need wifi on my ereader but it looks like they're all offering it now.  I also don't appreciate my registration info being used by B&N; as permission to start emailing me crap - I am already unsubscribed from that 'service'.  I'm definitely not happy with the nook and I'm going to save up my money to buy another Sony.**UPDATE 5/25/13**  I finally was able to download library books onto my nook but it was frustrating and time consuming; I finally found help online.  I have yet to discover a way to comfortably hold this book in my left hand and turn the page.  This was a very bad buy for me.  I bought a book-style cover for it and that was a waste of money as well as I find the cover just gets in the way.  I did not know how good I had it with the Sony PRS-300 and will continue to use my Sony instead of the nook.  I don't recommend the nook at all.",buy replace sony prs think heavy slow page turn yes nook quicker page turn lighter much trouble appreciate faster lighter infinite amount trouble get library book onto nook yet succeed problems lie adobe digital editions aren nooks plug play first big problem no problem sony library book want sony second like read eat lunch ereader leave hand fork right not easy change page nook eat bottom right corner far thumb bottom button high side sony set button right bottom center perfect placement read great review nook price think worth try also disappoint wifi registration requirement wifi general don need wifi ereader look like offer also don appreciate registration info use n permission start email crap already unsubscribed service definitely not happy nook go save money buy another sony update / finally able download library book onto nook frustrate time consume finally find help online yet discover way comfortably hold book leave hand turn page bad buy buy book-style cover waste money well find cover get way not know good sony prs continue use sony instead nook don recommend nook .,disappointed,disappoint,2.0,1,1,0.5,2013,5,2013-05-17,bad
A1SMIJLAMGWXCJ,B00000J0D5,Unfortunately this wireless modem jack had a substantial amount of line noise.  I was able to connect to the internet at 1/10th the normal speed due to the insufficient connection.  I will give this to another family member to try in a newer house.,unfortunately wireless modem jack substantial amount line noise able connect internet th normal speed due insufficient connection give another family member try newer house .,RCA Wireless Modem Jack,rca wireless modem jack,1.0,2,0,1.0,2007,2,2007-02-26,bad
A2UAS6OGCR8IUG,0972683275,"This was a present for myself, my son installed it, in about 25 minutes, and I couldn't be happier.  I wasn't sure this was for me as it for my bedroom, but my husband and I love it.  So easy to move the TV no matter where you are in the room.  A great buy.",present son instal minutes couldn happier wasn sure bedroom husband love easy move tv no matter room great buy .,Great,great,5.0,0,0,0.0,2012,12,2012-12-21,good
A1C00XXCYWEKK1,0972683275,"I got this for mounting a tv on the wall in my home office. Price was good and it worked. The adjustments on it work well, and it has a gizmo to hold the cables in place. Don't hesitate to buy. I think I am using this with a 38&#34; tv.",get mount tv wall home office price good work adjustments work well gizmo hold cable place don hesitate buy think use # tv .,Very happy with it,happy,5.0,0,0,0.0,2012,12,2012-12-13,good
A3BSSJ6SJ5NVWJ,9575871979,Two of the batteries never worked. I contacted them about replacements and they wanted me to jump through so many hoops I just figured it was not worth the effort. Lesson learned.,two batteries never work contact replacements want jump many hoop figure not worth effort lesson learn .,Lesson learned......,lesson learn,1.0,0,0,0.0,2014,2,2014-02-13,bad
A2KR372GZW00MJ,0972683275,"It is a good value, but is not top notch quality. If you extend both arms in the same direction, the TV (30 inch) tilts. However if the arm goes right, then left, the play in the hinges offset each other and it works great.",good value not top notch quality extend arm direction tv inch tilt however arm go right leave play hinge offset work great .,Good value,good value,4.0,0,0,0.0,2013,12,2013-12-09,good
A23A7OH3AM0PDA,0972683275,"I installed this for my sister who had a 22"" Philips LCD. Nice sturdy mount, with all of the nuts, bolts, screws included. Only problem was that since my tv was so small, and I was using the most inner mounting hols on the mount, the outside edges of the mount covered both the cable connection, and the power cable connection. Instead of returning, (then paying $70 from a local store) I simply went to a hardware store, got a 1 & 1/2 inch boring tool that attaches to a hand drill, and drilled holes into the mount. It was pretty easy, but a bit messy. It is not visible after mounting the TV, so who cares?? It is one thing to consider before buying this, there may be another mount that does not cover your TV connections. Otherwise swivels well, does not sag, good value.",instal sister philips lcd nice sturdy mount nut bolt screw include problem since tv small use inner mount hols mount outside edge mount cover cable connection power cable connection instead return pay local store simply go hardware store get / inch bore tool attach hand drill drill hole mount pretty easy bite messy not visible mount tv care one thing consider buy may another mount not cover tv connections otherwise swivel well not sag good value .,"Nice Mount, beware of cable connections",nice mount beware cable connections,4.0,0,0,0.0,2011,1,2011-01-27,good
A1HZWHI3JLGZ5N,1400532620,I bought this unit as a gift for the grandchildren to read books. My plan was test it out and buy 3 if it worked. I planned to buy gift cards for the unit so the kids could buy books. Barnes and Noble requires a credit card to activate this unit! That is a show stopper as it is not desirable for young children to have a unit with credit card information linked to it. They could lose the unit etc. I loaded my credit card information to test the unit. After deciding to return the unit I talked to customer service about deleting my account information. The answer from 3 people was you can not delete your account information. I can not recommend this company.,buy unit gift grandchildren read book plan test buy work plan buy gift card unit kid could buy book barnes noble require credit card activate unit show stopper not desirable young children unit credit card information link could lose unit etc load credit card information test unit decide return unit talk customer service delete account information answer people not delete account information not recommend company .,Barnes and Noble NOOK eBook Reader,barnes noble nook ebook reader,1.0,5,1,0.8333333333333334,2011,12,2011-12-09,bad
A24OHQK700QEIW,0972683275,"Very good item; I am happy wit it, and delivery time was excellent!!  I recomended; is a good support for your LED TV. It is easy to install, and it have extra screws for different sizes TV.",good item happy wit delivery time excellent recomended good support lead tv easy install extra screw different size tv .,Very good!!,good,5.0,0,0,0.0,2012,5,2012-05-02,good
A23S2XCWFZM976,0972683275,"This was needed to mount a 32"" LCD that weighs 27 lbs in my bedroom. I looked at another mount by the same company but it did not articulate so I was worried I wouldn't be able to achieve the viewing angles that I needed. So I found this one & went w/ it based on the high reviews. I could not be more pleased.1) PRICE - If you were to go to the big electronics store (BB) or the big box monster (WM) you would pay hundreds. I can't fathom those more expensive mounts doing anything that this one does not. Does it cook dinner for me? Why pay $100-$250 for a mount when you can get this one for $29.99 & oh, by the way have the confidence in 898 customer reviews averaging 4.5 stars at the time of this writing?2) FUNCTION - This mount is solid. It articulates to the left, to the right. It pans, it tilts. One small negative.....the plastic clips for routing wires are nearly useless. I took them off.3) WHATS IN THE BOX - Normally I would not comment on what an item comes with but in this case I was so impressed I felt it was worth mentioning. It comes w/ everything you need in neatly sealed and labeled plastic sleeves. It comes w/ lag bolts that everyone will use to mount to the wall stud. (mounting to a wall stud is required unless you are mounting to concrete) Then it has 9 different screw sets to mount the plate to the back of your TV. It has 2 washer sets for the mounting plate (based on if your TV has a flat or curved back). Then it has a spanner wrench for tightening the screw of the mounting plate. Then it also has 2 plastic anchors for mounting to a concrete wall. Last but not least are the VESA adaptors (which I did not need)4) WHAT YOU NEED THAT ISN'T INCLUDED -  Pencil / Level / Stud finder / Phillips screwdriver / Drill w/ a 7/32 drill bit / Socket wrench w/ a 13mm attachment.5) CONCLUSION - This is a no brainer. I have another 32"" that needs mounted. I think as soon as I click publish for this review I will be ordering another one. If you find yourself reading reviews on TV mounts and you have found this one your search is over, just click buy already.",need mount lcd weigh lbs bedroom look another mount company not articulate worry wouldn able achieve view angle need find one go w/ base high review could not please price go big electronics store bb big box monster wm would pay hundreds fathom expensive mount anything one not cook dinner pay - $ mount get one oh way confidence customer review average star time write function mount solid articulate leave right pan tilt one small negative plastic clip rout wire nearly useless take whats box normally would not comment item come case impress felt worth mention come w/ everything need neatly seal label plastic sleeves come w/ lag bolt everyone use mount wall stud mount wall stud require unless mount concrete different screw set mount plate back tv washer set mount plate base tv flat curve back spanner wrench tighten screw mount plate also plastic anchor mount concrete wall last not least vesa adaptors not need need isn include pencil level stud finder phillips screwdriver drill w/ / drill bite socket wrench w/ mm attachment conclusion no brainer another need mount think soon click publish review order another one find read review tv mount find one search click buy already .,Awesome TV mount,awesome tv mount,5.0,1,0,1.0,2014,1,2014-01-03,good
AOY9SZTMNQWAW,140053271X,"I've had all the other Nook's and this is the first that I truly love.  The touch screen is accurate and quick, there is no reflection at all, page turns are quicker than the other Nooks.  It's very light, the archiving and rating process is much much easier.  Shopping is easier as well.  I'm in love with my Kindle and always compared the Nook, now I love them equally.  Of all the Nooks, I think this is the best one, I love it.  I only wish it was 3g.  Barnes and Noble still seems to have an issue with the syncing of books between the readers.  When I read on this Nook (just like the other 2), it doesn't sync with online so when I then use my Iphone I'm not at my current page.  In this area, the Kindle and Amazon know what they are doing.  I'm not terribly impressed with the choice of covers for this new Nook.  I'm waiting patiently for M-Edge to release their new covers so that I can use my M-Edge light with both my Nook and Kindle.",nook first truly love touch screen accurate quick no reflection page turn quicker nooks light archive rat process much much easier shop easier well love kindle always compare nook love equally nooks think best one love wish barnes noble still seem issue sync book readers read nook like doesn sync online use iphone not current page area kindle amazon know not terribly impress choice cover new nook wait patiently m-edge release new cover use m-edge light nook kindle .,Love this Nook,love nook,5.0,2,1,0.6666666666666666,2011,7,2011-07-07,good
A601TLJMZ9CZN,B00000J4FS,"This Christmas I decided to treat myself to a Palm computer. After reading the specs on the Palm V and the Palm IIIe, I decided to buy the Palm IIIe. It seems that the only differences are about $200, the Palm V has Flash RAM  making it upgradeable, the cool look of heat blasted anodized aluminum. I  got a soft full-grain black leather case, which makes the Palm IIIe look as  cool as the Palm V. I feel that the Palm IIIe is more portable because you  can get AAA batteries anywhere and do not have to rely on the cradle /  charger. The funny thing is that I'm still using my Casio SF-4985ER Digital  Diary with 256 KB memory for my electronic organizing needs.",christmas decide treat palm computer read specs palm palm iiie decide buy palm iiie seem differences palm flash ram make upgradeable cool look heat blast anodize aluminum get soft full-grain black leather case make palm iiie look cool palm feel palm iiie portable get aaa batteries anywhere not rely cradle charger funny thing still use casio sf er digital diary kb memory electronic organize need .,I like the Palm IIIe,like palm iiie,3.0,28,16,0.6363636363636364,2000,1,2000-01-06,bad
AO94DHGC771SJ,0528881469,"We got this GPS for my husband who is an (OTR) over the road trucker.  Very Impressed with the shipping time, it arrived a few days earlier than expected...  within a week of use however it started freezing up... could of just been a glitch in that unit.  Worked great when it worked!  Will work great for the normal person as well but does have the ""trucker"" option. (the big truck routes - tells you when a scale is coming up ect...)  Love the bigger screen, the ease of use, the ease of putting addresses into memory.  Nothing really bad to say about the unit with the exception of it freezing which is probably one in a million and that's just my luck.  I contacted the seller and within minutes of my email I received a email back with instructions for an exchange! VERY impressed all the way around!",get gps husband otr road trucker impress ship time arrive days earlier expect within week use however start freeze could glitch unit work great work work great normal person well trucker option big truck rout tell scale come ect love bigger screen ease use ease put address memory nothing really bad say unit exception freeze probably one million luck contact seller within minutes email receive email back instructions exchange impress way around,Gotta have GPS!,get ta gps,5.0,0,0,0.0,2013,6,2013-06-02,good
AQIBGC2OCCAHQ,0972683275,It is better than spending twice the money on this going into a brick and mortar store. Was very pleased.,better spend twice money go brick mortar store please .,Good,good,5.0,0,0,0.0,2014,6,2014-06-28,good
A114Z5X6UH93GT,0972683275,"Purchased for my sister to hang her TV on a wall and she and her boyfriend reported back to me that mount works great with the 42&#34; Vizio TV she got for Christmas and was up securely in no time.  I looked around in the retail stores and found that this mount was of similar quality at a much lower price.  What can I say, it does what it is supposed to do, was easy to setup, and is of good value.",purchase sister hang tv wall boyfriend report back mount work great vizio tv get christmas securely no time look around retail store find mount similar quality much lower price say suppose easy setup good value .,Great price compared to brick and mortar stores and seems to be good quality too.,great price compare brick mortar store seem good quality .,5.0,0,0,0.0,2013,1,2013-01-19,good
A3G636N0YXQA7A,140053271X,"OK, I got this thing and plugged it in as instructed, to which it responded by doing Nothing.  After some further research, I found that it likes to be updated.  I followed the instructions on the Nook website and downloaded the newest version and ... Nothing.  The little monster came back just as dumb as before.  It does show cute screens, but not yet anything productive.  So far, Not Impressed.",ok get thing plug instruct respond nothing research find like update follow instructions nook website download newest version nothing little monster come back dumb show cute screen not yet anything productive far not impress .,"So far, Not Impressed",far not impress,2.0,0,1,0.0,2014,1,2014-01-20,bad
A25RTRAPQAJBDJ,0972683275,"This mount is heavy, strong and already in one piece. Almost no directions were needed. The only issue I would have: After the mount is installed I had to lift the TV to the mount and screw the screws in while holding the TV up with one hand. I checked the instructions to make sure I wasn't being stupid. The directions confirmed to lift the TV and screw in the screws. Other mounts have a bracket installed on the wall and TV, then I just lift the TV and click it right in. The sturdiness of the mount makes up for this defect in my opinion.",mount heavy strong already one piece almost no directions need issue would mount instal lift tv mount screw screw hold tv one hand check instructions make sure wasn stupid directions confirm lift tv screw screw mount bracket instal wall tv lift tv click right sturdiness mount make defect opinion .,A great TV mount,great tv mount,5.0,1,0,1.0,2012,2,2012-02-18,good
A1JAQM73RYX8WQ,1400532655,"Wife loves it , uses it daily, works good , the only problem to her is when you charge it thier is no indictor light to say when it is fully charged.",wife love use daily work good problem charge thier no indictor light say fully charge .,Good,good,5.0,0,0,0.0,2012,12,2012-12-11,good
A2Y23OZSZPO2D1,B00000DM9W,"PROS: Good audio, easy to program, good features.CONS:However, the FCC will require broadcasters to switch to a digital format in February 2009.  At that time, the radio WILL NO LONGERr receive televison broadcast audio.  Therefore, a good percentage of the radio's value is gone!Nationwide, the FCC has reserved 10 weather channel frequencies available.  Usually all 10 can't be received.  This radio only has 5 channels for weather.  In my case, none of those 5 channels contains any weather signals.",pros good audio easy program good features.cons : however fcc require broadcasters switch digital format february time radio no longerr receive televison broadcast audio therefore good percentage radio value go nationwide fcc reserve weather channel frequencies available usually receive radio channel weather case none channel contain weather signal .,"Very Good Audio, But....",good audio,3.0,0,0,0.0,2008,6,2008-06-20,bad
